"NIRCam Instrument Transmission -- exclusive of filters, DBS, and detectors",,,,,,,,,,
Wavelength,Collimator,SW_Triplet,SW_Mirrors,LW_triplet,LW_Mirrors,SW_Particulates,LW_Particulates,,NVR_Wavelength,NVR_Transmission
0.924,0.769,0.773,0.913,---,0.934,0.983,---,,4.34,0.998
0.925,0.769,0.773,0.913,---,0.934,0.983,---,,4.35,0.998
0.926,0.769,0.773,0.913,---,0.934,0.983,---,,4.36,0.998
0.927,0.768,0.773,0.913,---,0.934,0.983,---,,4.37,0.998
0.928,0.768,0.773,0.913,---,0.934,0.983,---,,4.38,0.998
0.929,0.768,0.773,0.913,---,0.934,0.983,---,,4.39,0.998
0.930,0.768,0.773,0.913,---,0.934,0.983,---,,4.40,0.998
0.931,0.768,0.773,0.913,---,0.934,0.983,---,,4.41,0.998
0.932,0.768,0.773,0.914,---,0.934,0.983,---,,4.42,0.998
0.933,0.767,0.773,0.914,---,0.934,0.983,---,,4.43,0.998
0.934,0.767,0.773,0.914,---,0.935,0.983,---,,4.44,0.998
0.935,0.767,0.773,0.914,---,0.935,0.983,---,,4.45,0.998
0.936,0.767,0.773,0.914,---,0.935,0.983,---,,4.46,0.998
0.937,0.767,0.772,0.914,---,0.935,0.983,---,,4.47,0.998
0.938,0.766,0.772,0.914,---,0.935,0.983,---,,4.48,0.998
0.939,0.766,0.772,0.914,---,0.935,0.983,---,,4.49,0.998
0.940,0.766,0.772,0.914,---,0.935,0.983,---,,4.50,0.998
0.941,0.766,0.772,0.914,---,0.935,0.983,---,,4.51,0.998
0.942,0.766,0.772,0.914,---,0.935,0.983,---,,4.52,0.998
0.943,0.765,0.772,0.914,---,0.935,0.983,---,,4.53,0.998
0.944,0.765,0.772,0.914,---,0.935,0.983,---,,4.54,0.998
0.945,0.765,0.772,0.914,---,0.935,0.983,---,,4.55,0.998
0.946,0.765,0.771,0.915,---,0.935,0.983,---,,4.56,0.998
0.947,0.765,0.771,0.915,---,0.935,0.983,---,,4.57,0.998
0.948,0.765,0.771,0.915,---,0.935,0.983,---,,4.58,0.998
0.949,0.764,0.771,0.915,---,0.935,0.983,---,,4.59,0.998
0.950,0.764,0.771,0.915,---,0.935,0.983,---,,4.60,0.998
0.951,0.764,0.771,0.915,---,0.935,0.983,---,,4.61,0.998
0.952,0.764,0.771,0.915,---,0.936,0.983,---,,4.62,0.999
0.953,0.764,0.770,0.915,---,0.936,0.983,---,,4.63,0.999
0.954,0.763,0.770,0.915,---,0.936,0.983,---,,4.64,0.999
0.955,0.763,0.770,0.915,---,0.936,0.983,---,,4.65,0.999
0.956,0.763,0.770,0.915,---,0.936,0.983,---,,4.66,0.999
0.957,0.763,0.770,0.915,---,0.936,0.983,---,,4.67,0.999
0.958,0.763,0.770,0.915,---,0.936,0.983,---,,4.68,0.999
0.959,0.763,0.770,0.916,---,0.936,0.983,---,,4.69,0.999
0.960,0.762,0.769,0.916,---,0.936,0.983,---,,4.70,0.999
0.961,0.762,0.769,0.916,---,0.936,0.983,---,,4.71,0.999
0.962,0.762,0.769,0.916,---,0.936,0.983,---,,4.72,1.000
0.963,0.762,0.769,0.916,---,0.936,0.983,---,,4.73,1.000
0.964,0.762,0.769,0.916,---,0.936,0.983,---,,4.74,1.000
0.965,0.762,0.769,0.916,---,0.936,0.983,---,,4.75,1.000
0.966,0.762,0.768,0.916,---,0.936,0.983,---,,4.76,1.000
0.967,0.761,0.768,0.916,---,0.936,0.983,---,,4.77,1.000
0.968,0.761,0.768,0.916,---,0.936,0.983,---,,4.78,1.000
0.969,0.761,0.768,0.916,---,0.937,0.983,---,,4.79,1.000
0.970,0.761,0.768,0.916,---,0.937,0.983,---,,4.80,1.000
0.971,0.761,0.768,0.916,---,0.937,0.983,---,,4.81,1.000
0.972,0.761,0.767,0.917,---,0.937,0.983,---,,4.82,1.000
0.973,0.761,0.767,0.917,---,0.937,0.983,---,,4.83,1.000
0.974,0.761,0.767,0.917,---,0.937,0.983,---,,4.84,1.000
0.975,0.761,0.767,0.917,---,0.937,0.983,---,,4.85,1.000
0.976,0.761,0.767,0.917,---,0.937,0.983,---,,4.86,1.000
0.977,0.760,0.767,0.917,---,0.937,0.983,---,,4.87,1.000
0.978,0.760,0.767,0.917,---,0.937,0.983,---,,4.88,1.000
0.979,0.760,0.766,0.917,---,0.937,0.983,---,,4.89,1.000
0.980,0.760,0.766,0.917,---,0.937,0.983,---,,4.90,1.000
0.981,0.760,0.766,0.917,---,0.937,0.983,---,,4.91,1.000
0.982,0.760,0.766,0.917,---,0.937,0.983,---,,4.92,1.000
0.983,0.760,0.766,0.917,---,0.937,0.983,---,,4.93,1.000
0.984,0.760,0.766,0.917,---,0.937,0.983,---,,4.94,1.000
0.985,0.760,0.766,0.917,---,0.937,0.983,---,,4.95,1.000
0.986,0.760,0.765,0.918,---,0.938,0.983,---,,4.96,1.000
0.987,0.760,0.765,0.918,---,0.938,0.983,---,,4.97,1.000
0.988,0.760,0.765,0.918,---,0.938,0.983,---,,4.98,1.000
0.989,0.760,0.765,0.918,---,0.938,0.983,---,,4.99,1.000
0.990,0.760,0.765,0.918,---,0.938,0.983,---,,5.00,1.000
0.991,0.760,0.765,0.918,---,0.938,0.983,---,,,
0.992,0.760,0.765,0.918,---,0.938,0.983,---,,,
0.993,0.760,0.765,0.918,---,0.938,0.983,---,,,
0.994,0.760,0.765,0.918,---,0.938,0.983,---,,,
0.995,0.760,0.764,0.918,---,0.938,0.983,---,,,
0.996,0.760,0.764,0.918,---,0.938,0.983,---,,,
0.997,0.760,0.764,0.918,---,0.938,0.983,---,,,
0.998,0.760,0.764,0.918,---,0.938,0.983,---,,,
0.999,0.760,0.764,0.919,---,0.938,0.983,---,,,
1.000,0.760,0.764,0.919,---,0.938,0.983,---,,,
1.001,0.760,0.764,0.919,---,0.938,0.983,---,,,
1.002,0.760,0.764,0.919,---,0.938,0.983,---,,,
1.003,0.760,0.764,0.919,---,0.938,0.983,---,,,
1.004,0.760,0.764,0.919,---,0.939,0.983,---,,,
1.005,0.760,0.764,0.919,---,0.939,0.983,---,,,
1.006,0.760,0.764,0.919,---,0.939,0.983,---,,,
1.007,0.760,0.763,0.919,---,0.939,0.983,---,,,
1.008,0.760,0.763,0.919,---,0.939,0.983,---,,,
1.009,0.760,0.763,0.919,---,0.939,0.983,---,,,
1.010,0.760,0.763,0.919,---,0.939,0.983,---,,,
1.011,0.760,0.763,0.919,---,0.939,0.983,---,,,
1.012,0.761,0.763,0.920,---,0.939,0.983,---,,,
1.013,0.761,0.763,0.920,---,0.939,0.983,---,,,
1.014,0.761,0.763,0.920,---,0.939,0.983,---,,,
1.015,0.761,0.763,0.920,---,0.939,0.983,---,,,
1.016,0.761,0.763,0.920,---,0.939,0.983,---,,,
1.017,0.761,0.763,0.920,---,0.939,0.983,---,,,
1.018,0.761,0.763,0.920,---,0.939,0.983,---,,,
1.019,0.762,0.763,0.920,---,0.939,0.983,---,,,
1.020,0.762,0.763,0.920,---,0.939,0.983,---,,,
1.021,0.762,0.763,0.920,---,0.940,0.983,---,,,
1.022,0.762,0.764,0.920,---,0.940,0.983,---,,,
1.023,0.762,0.764,0.920,---,0.940,0.983,---,,,
1.024,0.763,0.764,0.920,---,0.940,0.983,---,,,
1.025,0.763,0.764,0.920,---,0.940,0.983,---,,,
1.026,0.763,0.764,0.921,---,0.940,0.983,---,,,
1.027,0.763,0.764,0.921,---,0.940,0.983,---,,,
1.028,0.763,0.764,0.921,---,0.940,0.983,---,,,
1.029,0.764,0.764,0.921,---,0.940,0.983,---,,,
1.030,0.764,0.764,0.921,---,0.940,0.983,---,,,
1.031,0.764,0.764,0.921,---,0.940,0.983,---,,,
1.032,0.764,0.765,0.921,---,0.940,0.983,---,,,
1.033,0.765,0.765,0.921,---,0.940,0.983,---,,,
1.034,0.765,0.765,0.921,---,0.940,0.983,---,,,
1.035,0.765,0.765,0.921,---,0.940,0.983,---,,,
1.036,0.765,0.765,0.921,---,0.940,0.983,---,,,
1.037,0.766,0.765,0.921,---,0.940,0.983,---,,,
1.038,0.766,0.765,0.921,---,0.941,0.983,---,,,
1.039,0.766,0.766,0.922,---,0.941,0.983,---,,,
1.040,0.766,0.766,0.922,---,0.941,0.983,---,,,
1.041,0.767,0.766,0.922,---,0.941,0.983,---,,,
1.042,0.767,0.766,0.922,---,0.941,0.983,---,,,
1.043,0.767,0.766,0.922,---,0.941,0.983,---,,,
1.044,0.767,0.766,0.922,---,0.941,0.983,---,,,
1.045,0.768,0.767,0.922,---,0.941,0.983,---,,,
1.046,0.768,0.767,0.922,---,0.941,0.983,---,,,
1.047,0.768,0.767,0.922,---,0.941,0.983,---,,,
1.048,0.769,0.767,0.922,---,0.941,0.983,---,,,
1.049,0.769,0.767,0.922,---,0.941,0.983,---,,,
1.050,0.769,0.767,0.922,---,0.941,0.983,---,,,
1.051,0.769,0.768,0.922,---,0.941,0.983,---,,,
1.052,0.770,0.768,0.923,---,0.941,0.983,---,,,
1.053,0.770,0.768,0.923,---,0.941,0.983,---,,,
1.054,0.770,0.768,0.923,---,0.941,0.983,---,,,
1.055,0.771,0.769,0.923,---,0.941,0.983,---,,,
1.056,0.771,0.769,0.923,---,0.942,0.983,---,,,
1.057,0.771,0.769,0.923,---,0.942,0.983,---,,,
1.058,0.771,0.769,0.923,---,0.942,0.983,---,,,
1.059,0.772,0.769,0.923,---,0.942,0.983,---,,,
1.060,0.772,0.770,0.923,---,0.942,0.983,---,,,
1.061,0.772,0.770,0.923,---,0.942,0.983,---,,,
1.062,0.773,0.770,0.923,---,0.942,0.983,---,,,
1.063,0.773,0.770,0.923,---,0.942,0.983,---,,,
1.064,0.773,0.771,0.923,---,0.942,0.983,---,,,
1.065,0.773,0.771,0.923,---,0.942,0.983,---,,,
1.066,0.774,0.771,0.924,---,0.942,0.983,---,,,
1.067,0.774,0.771,0.924,---,0.942,0.983,---,,,
1.068,0.774,0.772,0.924,---,0.942,0.983,---,,,
1.069,0.775,0.772,0.924,---,0.942,0.983,---,,,
1.070,0.775,0.772,0.924,---,0.942,0.983,---,,,
1.071,0.775,0.772,0.924,---,0.942,0.983,---,,,
1.072,0.776,0.773,0.924,---,0.942,0.983,---,,,
1.073,0.776,0.773,0.924,---,0.943,0.983,---,,,
1.074,0.776,0.773,0.924,---,0.943,0.983,---,,,
1.075,0.776,0.773,0.924,---,0.943,0.983,---,,,
1.076,0.777,0.774,0.924,---,0.943,0.983,---,,,
1.077,0.777,0.774,0.924,---,0.943,0.983,---,,,
1.078,0.777,0.774,0.924,---,0.943,0.983,---,,,
1.079,0.778,0.775,0.925,---,0.943,0.983,---,,,
1.080,0.778,0.775,0.925,---,0.943,0.983,---,,,
1.081,0.778,0.775,0.925,---,0.943,0.983,---,,,
1.082,0.779,0.775,0.925,---,0.943,0.983,---,,,
1.083,0.779,0.776,0.925,---,0.943,0.983,---,,,
1.084,0.779,0.776,0.925,---,0.943,0.983,---,,,
1.085,0.779,0.776,0.925,---,0.943,0.983,---,,,
1.086,0.780,0.776,0.925,---,0.943,0.983,---,,,
1.087,0.780,0.777,0.925,---,0.943,0.983,---,,,
1.088,0.780,0.777,0.925,---,0.943,0.983,---,,,
1.089,0.781,0.777,0.925,---,0.943,0.983,---,,,
1.090,0.781,0.778,0.925,---,0.943,0.983,---,,,
1.091,0.781,0.778,0.925,---,0.944,0.983,---,,,
1.092,0.781,0.778,0.926,---,0.944,0.983,---,,,
1.093,0.782,0.778,0.926,---,0.944,0.983,---,,,
1.094,0.782,0.779,0.926,---,0.944,0.983,---,,,
1.095,0.782,0.779,0.926,---,0.944,0.983,---,,,
1.096,0.783,0.779,0.926,---,0.944,0.983,---,,,
1.097,0.783,0.780,0.926,---,0.944,0.983,---,,,
1.098,0.783,0.780,0.926,---,0.944,0.983,---,,,
1.099,0.783,0.780,0.926,---,0.944,0.983,---,,,
1.100,0.784,0.780,0.926,---,0.944,0.983,---,,,
1.101,0.784,0.781,0.926,---,0.944,0.983,---,,,
1.102,0.784,0.781,0.926,---,0.944,0.983,---,,,
1.103,0.784,0.781,0.926,---,0.944,0.983,---,,,
1.104,0.785,0.782,0.926,---,0.944,0.983,---,,,
1.105,0.785,0.782,0.927,---,0.944,0.983,---,,,
1.106,0.785,0.782,0.927,---,0.944,0.983,---,,,
1.107,0.785,0.782,0.927,---,0.944,0.983,---,,,
1.108,0.786,0.783,0.927,---,0.945,0.983,---,,,
1.109,0.786,0.783,0.927,---,0.945,0.983,---,,,
1.110,0.786,0.783,0.927,---,0.945,0.983,---,,,
1.111,0.786,0.784,0.927,---,0.945,0.983,---,,,
1.112,0.787,0.784,0.927,---,0.945,0.983,---,,,
1.113,0.787,0.784,0.927,---,0.945,0.983,---,,,
1.114,0.787,0.784,0.927,---,0.945,0.983,---,,,
1.115,0.787,0.785,0.927,---,0.945,0.983,---,,,
1.116,0.788,0.785,0.927,---,0.945,0.983,---,,,
1.117,0.788,0.785,0.927,---,0.945,0.983,---,,,
1.118,0.788,0.786,0.927,---,0.945,0.983,---,,,
1.119,0.788,0.786,0.928,---,0.945,0.983,---,,,
1.120,0.789,0.786,0.928,---,0.945,0.983,---,,,
1.121,0.789,0.786,0.928,---,0.945,0.983,---,,,
1.122,0.789,0.787,0.928,---,0.945,0.983,---,,,
1.123,0.789,0.787,0.928,---,0.945,0.983,---,,,
1.124,0.789,0.787,0.928,---,0.945,0.983,---,,,
1.125,0.790,0.787,0.928,---,0.946,0.983,---,,,
1.126,0.790,0.788,0.928,---,0.946,0.983,---,,,
1.127,0.790,0.788,0.928,---,0.946,0.983,---,,,
1.128,0.790,0.788,0.928,---,0.946,0.983,---,,,
1.129,0.790,0.788,0.928,---,0.946,0.983,---,,,
1.130,0.791,0.789,0.928,---,0.946,0.983,---,,,
1.131,0.791,0.789,0.928,---,0.946,0.983,---,,,
1.132,0.791,0.789,0.929,---,0.946,0.983,---,,,
1.133,0.791,0.789,0.929,---,0.946,0.983,---,,,
1.134,0.791,0.790,0.929,---,0.946,0.983,---,,,
1.135,0.792,0.790,0.929,---,0.946,0.983,---,,,
1.136,0.792,0.790,0.929,---,0.946,0.983,---,,,
1.137,0.792,0.790,0.929,---,0.946,0.983,---,,,
1.138,0.792,0.791,0.929,---,0.946,0.983,---,,,
1.139,0.792,0.791,0.929,---,0.946,0.983,---,,,
1.140,0.792,0.791,0.929,---,0.946,0.983,---,,,
1.141,0.793,0.791,0.929,---,0.946,0.983,---,,,
1.142,0.793,0.792,0.929,---,0.947,0.983,---,,,
1.143,0.793,0.792,0.929,---,0.947,0.983,---,,,
1.144,0.793,0.792,0.929,---,0.947,0.983,---,,,
1.145,0.793,0.792,0.930,---,0.947,0.983,---,,,
1.146,0.793,0.792,0.930,---,0.947,0.983,---,,,
1.147,0.793,0.793,0.930,---,0.947,0.983,---,,,
1.148,0.794,0.793,0.930,---,0.947,0.983,---,,,
1.149,0.794,0.793,0.930,---,0.947,0.983,---,,,
1.150,0.794,0.793,0.930,---,0.947,0.983,---,,,
1.151,0.794,0.793,0.930,---,0.947,0.983,---,,,
1.152,0.794,0.794,0.930,---,0.947,0.983,---,,,
1.153,0.794,0.794,0.930,---,0.947,0.983,---,,,
1.154,0.794,0.794,0.930,---,0.947,0.983,---,,,
1.155,0.795,0.794,0.930,---,0.947,0.983,---,,,
1.156,0.795,0.794,0.930,---,0.947,0.983,---,,,
1.157,0.795,0.795,0.930,---,0.947,0.983,---,,,
1.158,0.795,0.795,0.930,---,0.947,0.983,---,,,
1.159,0.795,0.795,0.930,---,0.947,0.983,---,,,
1.160,0.795,0.795,0.931,---,0.947,0.983,---,,,
1.161,0.795,0.795,0.931,---,0.947,0.983,---,,,
1.162,0.795,0.796,0.931,---,0.948,0.983,---,,,
1.163,0.795,0.796,0.931,---,0.948,0.983,---,,,
1.164,0.796,0.796,0.931,---,0.948,0.983,---,,,
1.165,0.796,0.796,0.931,---,0.948,0.983,---,,,
1.166,0.796,0.796,0.931,---,0.948,0.983,---,,,
1.167,0.796,0.796,0.931,---,0.948,0.983,---,,,
1.168,0.796,0.797,0.931,---,0.948,0.983,---,,,
1.169,0.796,0.797,0.931,---,0.948,0.983,---,,,
1.170,0.796,0.797,0.931,---,0.948,0.983,---,,,
1.171,0.796,0.797,0.931,---,0.948,0.983,---,,,
1.172,0.796,0.797,0.931,---,0.948,0.983,---,,,
1.173,0.796,0.797,0.931,---,0.948,0.983,---,,,
1.174,0.796,0.797,0.931,---,0.948,0.983,---,,,
1.175,0.797,0.798,0.931,---,0.948,0.983,---,,,
1.176,0.797,0.798,0.931,---,0.948,0.983,---,,,
1.177,0.797,0.798,0.932,---,0.948,0.983,---,,,
1.178,0.797,0.798,0.932,---,0.948,0.983,---,,,
1.179,0.797,0.798,0.932,---,0.948,0.983,---,,,
1.180,0.797,0.798,0.932,---,0.948,0.983,---,,,
1.181,0.797,0.798,0.932,---,0.948,0.983,---,,,
1.182,0.797,0.799,0.932,---,0.948,0.983,---,,,
1.183,0.797,0.799,0.932,---,0.948,0.983,---,,,
1.184,0.797,0.799,0.932,---,0.949,0.983,---,,,
1.185,0.797,0.799,0.932,---,0.949,0.983,---,,,
1.186,0.797,0.799,0.932,---,0.949,0.983,---,,,
1.187,0.797,0.799,0.932,---,0.949,0.983,---,,,
1.188,0.797,0.799,0.932,---,0.949,0.983,---,,,
1.189,0.797,0.799,0.932,---,0.949,0.983,---,,,
1.190,0.798,0.799,0.932,---,0.949,0.983,---,,,
1.191,0.798,0.800,0.932,---,0.949,0.983,---,,,
1.192,0.798,0.800,0.932,---,0.949,0.983,---,,,
1.193,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.194,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.195,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.196,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.197,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.198,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.199,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.200,0.798,0.800,0.933,---,0.949,0.983,---,,,
1.201,0.798,0.801,0.933,---,0.949,0.983,---,,,
1.202,0.798,0.801,0.933,---,0.949,0.983,---,,,
1.203,0.798,0.801,0.933,---,0.949,0.983,---,,,
1.204,0.798,0.801,0.933,---,0.949,0.983,---,,,
1.205,0.798,0.801,0.933,---,0.950,0.983,---,,,
1.206,0.798,0.801,0.933,---,0.950,0.983,---,,,
1.207,0.798,0.801,0.933,---,0.950,0.983,---,,,
1.208,0.798,0.801,0.933,---,0.950,0.983,---,,,
1.209,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.210,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.211,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.212,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.213,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.214,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.215,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.216,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.217,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.218,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.219,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.220,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.221,0.798,0.801,0.934,---,0.950,0.983,---,,,
1.222,0.798,0.802,0.934,---,0.950,0.983,---,,,
1.223,0.798,0.802,0.934,---,0.950,0.983,---,,,
1.224,0.798,0.802,0.934,---,0.950,0.983,---,,,
1.225,0.798,0.802,0.934,---,0.950,0.983,---,,,
1.226,0.798,0.802,0.935,---,0.950,0.983,---,,,
1.227,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.228,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.229,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.230,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.231,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.232,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.233,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.234,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.235,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.236,0.798,0.802,0.935,---,0.951,0.983,---,,,
1.237,0.799,0.802,0.935,---,0.951,0.983,---,,,
1.238,0.799,0.802,0.935,---,0.951,0.983,---,,,
1.239,0.799,0.802,0.935,---,0.951,0.983,---,,,
1.240,0.799,0.802,0.935,---,0.951,0.983,---,,,
1.241,0.799,0.802,0.935,---,0.951,0.983,---,,,
1.242,0.799,0.802,0.936,---,0.951,0.983,---,,,
1.243,0.799,0.802,0.936,---,0.951,0.983,---,,,
1.244,0.799,0.802,0.936,---,0.951,0.983,---,,,
1.245,0.799,0.802,0.936,---,0.951,0.983,---,,,
1.246,0.799,0.802,0.936,---,0.951,0.983,---,,,
1.247,0.799,0.802,0.936,---,0.951,0.983,---,,,
1.248,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.249,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.250,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.251,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.252,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.253,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.254,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.255,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.256,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.257,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.258,0.799,0.802,0.936,---,0.952,0.983,---,,,
1.259,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.260,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.261,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.262,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.263,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.264,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.265,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.266,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.267,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.268,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.269,0.799,0.802,0.937,---,0.952,0.983,---,,,
1.270,0.799,0.802,0.937,---,0.953,0.983,---,,,
1.271,0.799,0.802,0.937,---,0.953,0.983,---,,,
1.272,0.799,0.802,0.937,---,0.953,0.983,---,,,
1.273,0.799,0.802,0.937,---,0.953,0.983,---,,,
1.274,0.799,0.802,0.937,---,0.953,0.983,---,,,
1.275,0.799,0.802,0.938,---,0.953,0.983,---,,,
1.276,0.799,0.802,0.938,---,0.953,0.983,---,,,
1.277,0.799,0.802,0.938,---,0.953,0.983,---,,,
1.278,0.799,0.802,0.938,---,0.953,0.983,---,,,
1.279,0.799,0.802,0.938,---,0.953,0.983,---,,,
1.280,0.799,0.802,0.938,---,0.953,0.983,---,,,
1.281,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.282,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.283,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.284,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.285,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.286,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.287,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.288,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.289,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.290,0.800,0.802,0.938,---,0.953,0.983,---,,,
1.291,0.800,0.802,0.938,---,0.954,0.983,---,,,
1.292,0.800,0.802,0.939,---,0.954,0.983,---,,,
1.293,0.800,0.803,0.939,---,0.954,0.983,---,,,
1.294,0.800,0.803,0.939,---,0.954,0.983,---,,,
1.295,0.800,0.803,0.939,---,0.954,0.983,---,,,
1.296,0.800,0.803,0.939,---,0.954,0.983,---,,,
1.297,0.800,0.803,0.939,---,0.954,0.983,---,,,
1.298,0.800,0.803,0.939,---,0.954,0.983,---,,,
1.299,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.300,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.301,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.302,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.303,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.304,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.305,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.306,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.307,0.801,0.803,0.939,---,0.954,0.983,---,,,
1.308,0.801,0.803,0.940,---,0.954,0.983,---,,,
1.309,0.801,0.803,0.940,---,0.954,0.983,---,,,
1.310,0.801,0.803,0.940,---,0.954,0.983,---,,,
1.311,0.801,0.803,0.940,---,0.954,0.983,---,,,
1.312,0.801,0.803,0.940,---,0.954,0.983,---,,,
1.313,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.314,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.315,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.316,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.317,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.318,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.319,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.320,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.321,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.322,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.323,0.802,0.803,0.940,---,0.955,0.983,---,,,
1.324,0.803,0.803,0.941,---,0.955,0.983,---,,,
1.325,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.326,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.327,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.328,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.329,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.330,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.331,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.332,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.333,0.803,0.804,0.941,---,0.955,0.983,---,,,
1.334,0.803,0.804,0.941,---,0.956,0.983,---,,,
1.335,0.804,0.804,0.941,---,0.956,0.983,---,,,
1.336,0.804,0.804,0.941,---,0.956,0.983,---,,,
1.337,0.804,0.804,0.941,---,0.956,0.983,---,,,
1.338,0.804,0.804,0.941,---,0.956,0.983,---,,,
1.339,0.804,0.804,0.941,---,0.956,0.983,---,,,
1.340,0.804,0.804,0.941,---,0.956,0.983,---,,,
1.341,0.804,0.804,0.942,---,0.956,0.983,---,,,
1.342,0.804,0.804,0.942,---,0.956,0.983,---,,,
1.343,0.804,0.804,0.942,---,0.956,0.983,---,,,
1.344,0.804,0.804,0.942,---,0.956,0.983,---,,,
1.345,0.804,0.804,0.942,---,0.956,0.983,---,,,
1.346,0.805,0.804,0.942,---,0.956,0.983,---,,,
1.347,0.805,0.804,0.942,---,0.956,0.983,---,,,
1.348,0.805,0.804,0.942,---,0.956,0.983,---,,,
1.349,0.805,0.804,0.942,---,0.956,0.983,---,,,
1.350,0.805,0.804,0.942,---,0.956,0.983,---,,,
1.351,0.805,0.805,0.942,---,0.956,0.983,---,,,
1.352,0.805,0.805,0.942,---,0.956,0.983,---,,,
1.353,0.805,0.805,0.942,---,0.956,0.983,---,,,
1.354,0.805,0.805,0.942,---,0.956,0.983,---,,,
1.355,0.805,0.805,0.942,---,0.956,0.983,---,,,
1.356,0.806,0.805,0.942,---,0.957,0.983,---,,,
1.357,0.806,0.805,0.943,---,0.957,0.983,---,,,
